News	Meta	Intro	Article	Downloads	PDFs	text_file_names
Zevende Rapportage Mensenhandel	Nieuwsbericht | 19-1-2010 | 15:10	['Op 29 oktober 2009 heeft de Nationaal Rapporteur Mensenhandel (NRM), de zevende mensenhandelrapportage aangeboden aan de regering. Minister Hirsch Ballin nam deze, namens de regering, in ontvangst.']	['Specialisatie rechterlijke macht\nRechters hebben moeite met de juridische en maatschappelijke context van mensenhandel in de prostitutiesector. Dit blijkt uit een onderzoek dat de NRM heeft gedaan naar de jurisprudentie inzake uitbuiting in de seksindustrie. De rapporteur bepleit specialisatie binnen de zittende magistratuur.\nOpvang\nVerder spreekt de rapporteur haar zorgen uit over het gebrek aan capaciteit aan opvangvoorzieningen voor slachtoffers van mensenhandel en het uitblijven van de start van de pilot categorale opvang. Zij pleit ervoor de opvangcapaciteit snel uit te breiden, en beter toe te snijden op de zorgbehoefte van de verschillende categorieën slachtoffers. Ook voor minderjarige slachtoffers moet die hulp specifiek op hun slachtoffer- problematiek zijn toegesneden.\nJurisprudentie over uitbuiting in de seksindustrie\nUit de resultaten van het jurisprudentieonderzoek komt naar voren dat mensenhandelzaken complex zijn, zowel juridisch als in de maatschappelijke context. De uitspraken verschillen onderling wat betreft de juridische interpretatie van de strafbepaling en de strafmaat. Daarom doet de rapporteur de aanbeveling aan de zittende magistratuur zich te specialiseren, zoals het Openbaar Ministerie en de politie dat al hebben gedaan. Een succesvolle aanpak houdt immers niet op bij de vervolging. Zij geeft aan dat binnen de rechtspraak een discussie moet worden gevoerd over de strafwaardigheid en de te hanteren strafmaat voor mensenhandel.\nUitbuiting in andere sectoren\nDe onderkenning van slachtofferschap is in de sectoren buiten de seksindustrie nog geen gemeengoed, en de gerelateerde rechten worden in de praktijk veel minder vanzelfsprekend geacht dan in geval van seksuele uitbuiting. Juridisch is de positie van de slachtoffers gelijk, maar in de praktijk leeft bij sommige actoren de perceptie dat uitbuiting in de overige sectoren minder erg is dan in de prostitutie. De ernst van de uitbuiting hangt echter niet af van de sector waarin deze zich voordoet. Als voorbeeld wordt genoemd de gebeurtenissen eerder dit jaar in een aspergestekerij in Someren. De reacties van de diverse betrokken instanties aldaar illustreren dat overige uitbuiting als zodanig nog lang niet altijd wordt “gezien”. De Hoge Raad deed vlak voor het verschijnen van de rapportage uitspraak in de zogenaamde Chinese horecazaak. Dit arrest vormt een belangrijke leidraad, ook voor opsporing en vervolging in overige uitbuitingszaken.\nOpvang voor slachtoffers\nIn de rapportage wordt aangegeven dat voor slachtoffers van mensenhandel categorale opvang nodig is. In de praktijk worden slachtoffers nog vaak opgevangen in ophoudruimten op Schiphol, in voorzieningen van het COA, in vreemdelingenbewaring, in een tentenkamp of op een politiebureau. De voorziene pilot categorale opvang is sterk vertraagd. Ook voor minderjarige, Nederlandse, slachtoffers, veelal slachtoffers van loverboys, moet voldoende categorale opvang worden gerealiseerd, hetzij binnen de pilot, hetzij los daarvan. De rapporteur acht het dringend noodzakelijk dat voor de opvang van deze groep een landelijke visie wordt ontwikkeld.\nHieronder vindt u het volledige rapport en persbericht als pdf-bestand.']	['7e Rapportage Nationaal Rapporteur Mensenhandel\nPdf document | 5853 kB\nRapport | 29-10-2009', 'Persbericht 29 oktober 2009 7e Rapportage\nPdf document | 15 kB\nRapport | 29-10-2009', 'Seventh Report of the Dutch National Rapporteur\nPdf document | 7618 kB\nRapport | 8-12-2009']	['Zevende%20Rapportage%20Nationaal%20Rapporteur%20Mensenhandel%202009_tcm23-34825.pdf', '291009%20persbericht%207e%20rapportage_tcm23-34826.pdf', 'seventh-report-of-the-dutch-national-rapporteur_tcm23-34827.pdf']	['Zevende%20Rapportage%20Nationaal%20Rapporteur%20Mensenhandel%202009_tcm23-34825.txt', '291009%20persbericht%207e%20rapportage_tcm23-34826.txt', 'seventh-report-of-the-dutch-national-rapporteur_tcm23-34827.txt']
Artikel 4 en de aanpak van Mensenhandel	Nieuwsbericht | 7-1-2010 | 18:28	['In deze uitspraak brengt het EHRM mensenhandel binnen het bereik van artikel 4 EVRM waarin het verbod op slavernij, dienstbaarheid en dwangarbeid is vastgelegd. Het Hof formuleert bovendien een aantal verplichtingen van lidstaten van de Raad van Europa met betrekking tot de aanpak van mensenhandel, zowel ten aanzien van bronlanden, transitlanden als bestemmingslanden. Hierbij gaat het niet alleen om opsporing en vervolging, maar ook om preventie, bescherming van slachtoffers en internationale samenwerking.']	['Artikel verschenen in NJCM-Bulletin jrg. 35 (5). Auteur: M. Boot-Matthijssen (2010)']	['M. Boot-Matthijssen, annotatie bij: EHRM 7 januari 2010, nr. 25965/04, NJCM-Bulletin 2010, 501 (Rantsev t. Cyprus en Rusland)\nPdf document | 129 kB\nPublicatie | 7-1-2010']	['artikel-4-en-de-aanpak-van-mensenhandel_tcm23-34794.pdf']	['artikel-4-en-de-aanpak-van-mensenhandel_tcm23-34794.txt']
Brief Consultatie wetsvoorstel regulering prostitutie	Nieuwsbericht | 21-1-2009 | 14:23	['Brief van de Nationaal Rapporteur in het kader van de consultatieronde bij het wetsvoorstel Wet Regulering Prostitutie.']	['']	['Brief Consultatie wetsvoorstel regulering prostitutie, 21 januari 2009\nPdf document | 36 kB\nBrief | 16-8-2013']	['210109-brief-tk-van-min-bzk-consultatie-wetsvoorstel-regulering-prostitutie_tcm23-272668.pdf']	['210109-brief-tk-van-min-bzk-consultatie-wetsvoorstel-regulering-prostitutie_tcm23-272668.txt']
Mensenhandel en mensenrechten	Nieuwsbericht | 1-12-2008 | 18:31	['Tegenwoordig bestaat er internationaal, maar ook nationaal de consensus dat mensenhandel een schending van mensenrechten is. Dit wekt verplichtingen voor staten om mensenhandel op een adequate manier strafbaar te stellen in nationale wetgeving en signalen van mensenhandel strafrechtelijk te onderzoeken. Een mensenrechtelijke benadering van de bestrijding van mensenhandel brengt in de praktijk echter wat problemen met zich mee.']	['Artikel verschenen in de Internationale Spectator jrg. 62 (12) Auteur: M. Boot-Matthijssen (2008)']	['Mensenhandel en mensenrechten\nPdf document | 151 kB\nPublicatie | 1-12-2008']	['Mensenhandel%20en%20mensenrechten_tcm23-34793.pdf']	['Mensenhandel%20en%20mensenrechten_tcm23-34793.txt']
Zesde Rapportage Mensenhandel	Nieuwsbericht | 27-5-2008 | 09:00	['Op dinsdag 27 mei 2008 is de zesde mensenhandelrapportage van de Nationaal Rapporteur Mensenhandel verschenen. Het betreft een beknopte, vooral cijfermatige update tot en met het jaar 2006. De cijfers laten een groei zien in het aantal slachtoffers dat wordt gesignaleerd (579 in 2006). Ook het gesignaleerde aantal mannelijke slachtoffers nam toe (30 in 2006). Deze trend zet zich in 2007 overigens op beide punten door.']	['Fluctuatie\nHet aantal bij het OM geregistreerde, door het OM afgehandelde en door de rechter afgedane zaken fluctueert al enkele jaren. In 2006 werden 201 verdachten van mensenhandel ingeschreven bij het Openbaar Ministerie, handelde het OM 216 zaken af, waarvan er 163 werden gedagvaard voor mensenhandel. De rechter deed in dezelfde periode 100 zaken af, waarvan er 90 resulteerden in een veroordeling; 70 daarvan in een veroordeling voor mensenhandel. In 63 (dat is 90%) van die 70 mensenhandelzaken legde de rechter onvoorwaardelijke vrijheidsstraffen op, 23 keer in combinatie met een taakstraf of geldboete.\nCijfermatige update\nDeze cijfermatige rapportage bevat weinig kwalitatieve informatie. De rapporteur, mw. Corinne Dettmeijer-Vermeulen, gaat wel kort in op enkele belangrijke (binnenlandse) ontwikkelingen zoals de wat teleurstellende uitkomsten van de eerste mensenhandelzaken op het gebied van uitbuiting buiten de seksindustrie, de verbeteringen (in ieder geval op papier) in de verblijfsrechtelijke positie van slachtoffers van mensenhandel en de instelling van een Task Force Mensenhandel, inclusief het feit dat daar helaas geen ngo’s deel van uitmaken. Met instemming noemt zij de landelijke wetgeving die momenteel wordt voorbereid om een strikter kader te stellen voor de gemeentelijke regelgeving op het gebied van commerciële seksuele dienstverlening, een maatregel waar de nationaal rapporteur al enige jaren op aandringt.\nHieronder vindt u het volledige rapport en het persbericht als pdf-bestand.']	['Zesde rapportage Nationaal Rapporteur Mensenhandel\nPdf document | 980 kB\nRapport | 27-5-2008', 'Persbericht rapportage 2008\nDoc document | 26 kB\nRapport | 27-5-2008', 'Sixth report of the Dutch National Rapporteur\nPdf document | 3292 kB\nRapport | 1-10-2008']	['6de%20rapportage%20Nationaal%20Rapporteur%20Mensenhandel_%202008_tcm23-34830.pdf', 'Persbericht%206de%20rapportage%20Nationaal%20Rapporteur%20Mensenhandel_tcm23-34831.doc', '6e-engels-tcm64-135704_tcm23-34832.pdf']	['6de%20rapportage%20Nationaal%20Rapporteur%20Mensenhandel_%202008_tcm23-34830.txt', 'Persbericht%206de%20rapportage%20Nationaal%20Rapporteur%20Mensenhandel_tcm23-34831.doc.txt', '6e-engels-tcm64-135704_tcm23-34832.txt']
Themanummer Justitiële verkenningen: Mensenhandel	Nieuwsbericht | 10-11-2007 | 15:21	['Een themanummer van Justiële verkenningen geheel gewijd aan Mensenhandel.']	['Justitiële Verkenningen jgr. 33, nr. 7 2007.']	['Justitiële Verkenningen 7-2007: Mensenhandel\nPdf document | 985 kB\nPublicatie | 1-11-2007']	['justitiele-verkenningen-2007-mensenhandel_tcm23-34796.pdf']	['justitiele-verkenningen-2007-mensenhandel_tcm23-34796.txt']
Trafficking for exploitation outside the sex industry	Nieuwsbericht | 14-9-2007 | 15:26	"[""This chapter focuses on exploitation in labour situations outside the sex industry ('other forms of exploitation'), particularly in the Netherlands.""]"	['Auteurs: Jonge van Ellemeet, H. de & Smit, M. (2006). In:Van den Anker, C. & Doomernik, J. (Eds.) Trafficking and women’s rights (219-232). Pallgrave Macmillan.']	['Trafficking for exploitation outside the sex industry\nPdf document | 68 kB\nPublicatie | 14-9-2007']	['Trafficking%20for%20exploitation%20outside%20the%20sex%20industry%20_200%E2%80%A6_tcm23-34792.pdf']	['Trafficking%20for%20exploitation%20outside%20the%20sex%20industry%20_200%E2%80%A6_tcm23-34792.txt']
Vijfde Rapportage Mensenhandel	Nieuwsbericht | 26-6-2007 | 13:54	['Op 15 juni heeft mw. Dettmeijer-Vermeulen, de Nationaal Rapporteur Mensenhandel (NRM), de vijfde mensenhandelrapportage aangeboden aan minister Hirsch Ballin. Naast de gebruikelijke thema’s, zoals wet- en regelgeving, slachtoffers, bestuurlijke handhaving, opsporing en vervolging, is er in dit rapport voor het eerst uitgebreid aandacht voor uitbuiting in arbeidssituaties buiten de seksindustrie.']	['Uitbuiting buiten de seksindustrie\nSinds 1 januari 2005 is ook uitbuiting in andere sectoren dan de seksindustrie strafbaar als mensenhandel. Daarbij heeft de wetgever niet scherp afgebakend waar slecht werkgeverschap overgaat in slavernijachtige praktijken die je als mensenhandel kunt kwalificeren. Tot nu toe kwamen twee zaken (betreffende hennepknippen respectievelijk Chinese horeca) voor de Nederlandse rechter. Die leidden tot vrijspraak van mensenhandel in eerste aanleg. De NRM volgt de jurisprudentie betreffende de grenzen van het begrip uitbuiting op de voet. Het is echter evident dat overige uitbuiting in Nederland voorkomt. De rapportage bevat diverse casus variërend van misstanden die arbeidsrechtelijk aangepakt zouden moeten worden tot excessieve uitbuitingssituaties waarin basale rechten van slachtoffers worden geschonden en die zonder twijfel als voorbeelden van mensenhandel kunnen worden beschouwd.\nUitbuiting binnen de seksindustrie\nOok uitbuiting binnen de seksindustrie komt nog steeds voor, zelfs - ruim zes jaar na de opheffing van het algemeen bordeelverbod - in de vergunde sector. Dit is niet acceptabel en de NRM pleit dan ook voor een aangescherpt landelijk kader voor het prostitutiebeleid waarin gemeenten hun zaken op dit terrein niet - zoals nu - kunnen, maar moeten regelen.\nDe slachtoffers\nIn de positie van slachtoffers is een en ander verbeterd, althans voor degenen die meewerken aan opsporing en vervolging. Zo geldt de B9 (tijdelijke verblijfsvergunning) nu ook voor slachtoffers van overige uitbuiting en zijn de mogelijkheden voor voortgezet verblijf verruimd. Aan de positie van het slachtoffer valt in de praktijk echter nog veel te verbeteren, ook in en rond diens positie in het strafproces. Zo is het voor slachtoffers niet eenvoudig geleden schade vergoed te krijgen. De NRM gaat de positie van het slachtoffer in de komende periode nader onderzoeken.\nMensenhandel met het oog op orgaanverwijdering\nEr zijn nauwelijks aanwijzingen dat mensenhandel gericht op orgaanverwijdering in Nederland voorkomt. Het tekort aan beschikbare organen voor transplantatie kan daar wel toe leiden. Nederlandse betrokkenheid bij orgaantoerisme en orgaanhandel (commerciële transplantatie) komt voor, zij het op kleine schaal. Bij orgaandonatie bij leven moet waakzaamheid betracht worden ten aanzien van mogelijke onvrijwilligheid.\nVerbeteren van de aanpak van mensenhandel\nDe NRM heeft tot taak de Nederlandse regering te informeren over mensenhandel en te adviseren over de aanpak ervan. Er gebeurt op dit terrein veel, maar het is nog niet genoeg. De rapportage bevat meer dan 60 aanbevelingen over een veelheid aan onderwerpen, waaronder wet- en regelgeving, voorlichting, hulpverlening aan slachtoffers, opsporing - met extra aandacht voor financieel rechercheren -, vervolging en berechting. Veel van de aanbevelingen gaan over het daadwerkelijk in de praktijk brengen van wat op papier al geregeld is. Een Task Force mensenhandel, waarin alle relevante ketenpartners vertegenwoordigd zijn, zou daarin een stimulerende en faciliterende rol kunnen hebben.\nHieronder vindt u het volledige rapport en het persbericht als pdf-bestand.']	['Vijfde rapportage Nationaal Rapporteur Mensenhandel\nPdf document | 3969 kB\nRapport | 15-6-2007', 'Persbericht rapportage 2007\nPdf document | 14 kB\nRapport | 13-9-2007', 'Fifth report of the Dutch National Rapporteur\nPdf document | 1386 kB\nRapport | 19-2-2008']	['rapportage-5-(ned)-2006_tcm23-34835.pdf', 'Persbericht%205e%20rapport_tcm23-34836.pdf', 'fifth-report-of-the-dutch-national-rapporteur_tcm23-34837.pdf']	['rapportage-5-(ned)-2006_tcm23-34835.txt', 'Persbericht%205e%20rapport_tcm23-34836.txt', 'ifth-report-of-the-dutch-national-rapporteur_tcm23-34837.txt']
Mensenhandel: het begrip uitbuiting in art. 273a Sr.	Nieuwsbericht | 1-9-2006 | 15:33	['Nationaal en internationaal wordt mensenhandel bestempeld als een ernstig misdrijf en een schending van de mensenrechten van het slachtoffer. De aanpak ervan moet prioriteit genieten. Maar op welk handelen moet die aanpak zijn gericht?']	['Artikel verschenen in Trema. Auteur: Korvinus, A.G. e.a. (2006)']	['Mensenhandel: het begrip uitbuiting in art. 273a Sr.\nPdf document | 540 kB\nPublicatie | 1-9-2006', 'Trafficking in Human Beings: The concept of exploitation in the Dutch trafficking provision\nPdf document | 48 kB\nPublicatie | 18-9-2007']	['Mensenhandel%20het%20begrip%20uitbuiting%20in%20art.%20273a%20Sr._tcm23-34790.pdf', 'the-concept-of-exploitation-in-the-dutch-trafficking-provi-tcm64-83635_tcm23-34791.pdf']	['Mensenhandel%20het%20begrip%20uitbuiting%20in%20art.%20273a%20Sr._tcm23-34790.txt', 'the-concept-of-exploitation-in-the-dutch-trafficking-provi-tcm64-83635_tcm23-34791.txt']
Vierde Rapportage Mensenhandel (2005)	Nieuwsbericht | 25-5-2005 | 13:54	['De Nationaal Rapporteur Mensenhandel (NRM), mw. mr. A.G. Korvinus, verzamelt in opdracht van de regering informatie over mensenhandel en rapporteert hierover. Op 6 september biedt de NRM de vierde rapportage aan. Minister Donner neemt deze, namens de regering, in ontvangst. Het rapport is een aanvulling op de uitgebreidere derde rapportage met aanbevelingen, die vorige zomer verscheen. Het bevat cijfers over opsporing en vervolging en over slachtoffers van uitbuiting in de seksindustrie in het jaar 2003, en enkele voorlopige cijfers over 2004.']	"[""Opsporing\nIn 2003 rondde de politie met succes 42 opsporingsonderzoeken mensenhandel af, minder dan in 2002 (toen 55). (Voorlopige cijfers over 2004 wijzen overigens weer op een toename). Net als voorgaande jaren betrof ongeveer 75% daarvan grensoverschrijdende en 25% binnenlandse mensenhandel. In die onderzoeken merkte de politie in totaal 148 verdachten aan, aanzienlijk minder dan in 2002 (toen 207). De meest voorkomende nationaliteiten onder de verdachten zijn de Nederlandse, Roemeense en Bulgaarse. Het aandeel van diverse nationaliteiten fluctueerde door de jaren heen sterk. Onder de aangehouden verdachten bevonden zich 22 exploitanten van seksbedrijven: 6 van seksbedrijven met, 11 van bedrijven zonder vergunning en 5 van bedrijven die, onder het mom van andere bedrijfsvoering, (ook) seksuele dienstverlening exploiteren. Net als in voorgaande jaren maakte ruim tweederde van de aangehouden verdachten deel uit van een groter netwerk (6 of meer personen), een vijfde opereerde in kleiner crimineel verband (2-5 personen) en één op de tien alleen. Ondanks het belang van financieel rechercheren gebeurde dat, evenals in 2002, in minder dan de helft van de politieonderzoeken. BNRM verricht op dit moment onderzoek naar het gebruik van deze opsporingsmethode in mensenhandelzaken.\nVervolging\nHet OM registreerde in 2003 157 verdachten mensenhandel. De in 2002 gesignaleerde forse toename (toen 200) zette daarmee niet door, maar voorlopige cijfers over 2004 laten weer een sterke stijging zien. Mensenhandel wordt vaak in combinatie met andere feiten gepleegd. In 2003 was mensenhandel in 84% van de gevallen het zwaarste geregistreerde, of het enige delict.\nHet OM handelde in 2003 187 zaken mensenhandel af, meer dan in de jaren daarvoor (in 2002 168), in verreweg de meeste gevallen met dagvaarding van de verdachte. De rechtbank behandelde in 2003 117 mensenhandelzaken, meer dan in voorgaande jaren (in 2002 94). In de overgrote meerderheid van die zaken (91%) legde de rechter een straf op, meestal (ruim 80%) een gevangenisstraf. In iets minder dan de helft van de zaken werd hoger beroep aangetekend tegen het vonnis.\nSlachtoffers\nEr werden in 2003 minder slachtoffers gesignaleerd dan in de voorgaande jaren. Het aantal slachtoffers/getuigen dat in 2003 aangifte deed of een getuigenverklaring aflegde daalde fors, naar 155 (in 2002 258). In het slachtoffervolgsysteem IKP-S van de politie werden 153 (mogelijke) slachtoffers geregistreerd (in 2002 371). Bij de Stichting Tegen Vrouwenhandel (STV) werden 257 slachtoffers aangemeld (in 2002 343). (STV-cijfers met betrekking tot 2004 tonen overigens weer een forse toename). Bulgarije, Roemenië, Nigeria en Nederland zijn veel voorkomende herkomstlanden. Het groeiende aantal slachtoffers uit Brazilië valt op. Ook het aantal gesignaleerde minderjarige slachtoffers daalde. Bij de STV werden er 20 gemeld (in 2002 41) en in IKP-S werden in 2003 21 minderjarigen geregistreerd (in 2002 51). Procentueel veranderde hun aandeel echter weinig. In de in 2003 succesvol afgeronde opsporingsonderzoeken was er sprake van 20 minderjarige slachtoffers, waarvan er 19 aangifte deden.\n\nBelangrijke ontwikkelingen\nIn de vierde rapportage staan cijfers centraal. Daarnaast stipt het rapport enkele ontwikkelingen aan in de strijd tegen mensenhandel, waaronder:\n- Op aanbeveling van de NRM stelde het kabinet een Nationaal Actieplan Mensenhandel (NAM) op. Over het NAM, dat tevens de reactie vormt van het kabinet op de aanbevelingen in de derde NRM rapportage, is op 27 september a.s. in de Tweede Kamer een Algemeen Overleg gepland.\n- Het oude strafrechtsartikel mensenhandel is op 1 januari 2005 vervangen door een artikel dat alle vormen van mensenhandel omvat (art 273a): uitbuiting in de seksindustrie, uitbuiting in andere sectoren van arbeid en dienstverlening ('overige uitbuiting') en bepaalde activiteiten gericht op het verwijderen van menselijke organen.\n- De regeling voor vreemdelingen die slachtoffer van mensenhandel zijn (de B9-regeling) is (vooralsnog gedeeltelijk) aan deze wetsuitbreiding aangepast.\n- Om te achterhalen of en, zo ja, in welke sectoren en op welke schaal moderne vormen van slavernij zich voordoen, startte Bureau NRM een onderzoek naar 'overige uitbuiting'. De resultaten worden gepresenteerd in de vijfde rapportage (voorjaar 2006).\n- In de eerste helft van 2005 ging bij de Nationale Recherche het landelijk Expertisecentrum Mensensmokkel/Mensenhandel van start.\nPunt van zorg\nPunt van zorg zijn de zeer geregelde signalen dat in bepaalde regio's, mede door capaciteitsproblemen, weinig controles in seksinrichtingen plaatsvinden. Gebrekkige handhaving geeft mensenhandelaren echter vrij spel. Betwijfeld moet dan ook worden of de strijd tegen uitbuiting in de seksindustrie op dit moment voldoende prioriteit en capaciteit krijgt. Handhaving – bestuurlijk en strafrechtelijk – blijft een belangrijk punt, zeker nu de opsporingsautoriteiten door de bovengenoemde uitbreiding van de mensenhandeldefinitie alert moeten zijn op veel meer vormen van uitbuiting, ook buiten de seksindustrie.\nHieronder vindt u het volledige rapport en het persbericht als pdf-bestand.""]"	['Download het persbericht bij de vierde rapportage\nPdf document | 16 kB\nRapport | 13-9-2007', 'Vierde rapportage Nationaal Rapporteur Mensenhandel\nPdf document | 1446 kB\nRapport | 12-9-2007', 'Fourth report of the Dutch National Rapporteur\nPdf document | 256 kB\nRapport | 18-9-2007']	['Persbericht%204e%20rapport_tcm23-34840.pdf', 'Rapportage%204%20(Ned)_2005_tcm23-34841.pdf', 'fourth-report-of-the-dutch-national-rapporteur_tcm23-34842.pdf']	['Persbericht%204e%20rapport_tcm23-34840.txt', 'Rapportage%204%20(Ned)_2005_tcm23-34841.txt', 'ourth-report-of-the-dutch-national-rapporteur_tcm23-34842.txt']
